"","department_id","number_of_orders","number_of_first_orders","percentage"
"14533",8,77,13,0.17
"14534",8,7,62,8.86
"14535",8,51,3,0.06
"14536",8,486,12,0.02
"14537",8,3,38,12.67
"14538",8,6,12,2
"14539",8,108,15,0.14
"14540",8,44,17,0.39
"14541",8,42,8,0.19
"14542",8,44,10,0.23
"14543",8,264,14,0.05
"14544",8,6,4,0.67
"14545",8,8,10,1.25
"14546",8,166,7,0.04
"14547",8,119,18,0.15
"14548",8,127,5,0.04
"14549",8,415,79,0.19
"14550",8,59,2,0.03
"14551",8,16,56,3.5
"14552",8,10,28,2.8
"14553",8,15,31,2.07
"14554",8,42,6,0.14
"14555",8,13,83,6.38
"14556",8,22,7,0.32
"14557",8,48,4,0.08
"14558",8,3,15,5
"14559",8,18,7,0.39
"14560",8,34,36,1.06
"14561",8,154,3,0.02
"14562",8,13,33,2.54
"14563",8,113,32,0.28
"14564",8,45,5,0.11
"14565",8,28,10,0.36
"14566",8,21,9,0.43
"14567",8,137,17,0.12
"14568",8,21,17,0.81
"14569",8,89,5,0.06
"14570",8,243,22,0.09
"14571",8,467,9,0.02
"14572",8,20,7,0.35
"14573",8,68,93,1.37
"14574",8,26,3,0.12
"14575",8,66,9,0.14
"14576",8,24,21,0.88
"14577",8,19,70,3.68
"14578",8,42,19,0.45
"14579",8,200,102,0.51
"14580",8,29,24,0.83
"14581",8,13,10,0.77
"14582",8,78,42,0.54
"14583",8,21,27,1.29
"14584",8,140,12,0.09
"14585",8,72,3,0.04
"14586",8,125,9,0.07
"14587",8,127,52,0.41
"14588",8,17,7,0.41
"14589",8,163,24,0.15
"14590",8,16,18,1.12
"14591",8,19,44,2.32
"14592",8,57,219,3.84
"14593",8,33,13,0.39
"14594",8,64,256,4
"14595",8,198,74,0.37
"14596",8,127,5,0.04
"14597",8,6,9,1.5
"14598",8,361,8,0.02
"14599",8,26,11,0.42
"14600",8,6,12,2
"14601",8,211,18,0.09
"14602",8,73,84,1.15
"14603",8,5,757,151.4
"14604",8,80,3,0.04
"14605",8,29,37,1.28
"14606",8,419,4,0.01
"14607",8,845,28,0.03
"14608",8,179,30,0.17
"14609",8,253,3,0.01
"14610",8,112,3,0.03
"14611",8,23,119,5.17
"14612",8,91,12,0.13
"14613",8,52,20,0.38
"14614",8,46,23,0.5
"14615",8,8,15,1.88
"14616",8,19,11,0.58
"14617",8,13,9,0.69
"14618",8,85,109,1.28
"14619",8,112,100,0.89
"14620",8,34,9,0.26
"14621",8,14,5,0.36
"14622",8,63,8,0.13
"14623",8,365,12,0.03
"14624",8,45,38,0.84
"14625",8,64,12,0.19
"14626",8,15,386,25.73
"14627",8,15,11,0.73
"14628",8,672,17,0.03
"14629",8,14,7,0.5
"14630",8,73,7,0.1
"14631",8,4,5,1.25
"14632",8,29,23,0.79
"14633",8,1288,6,0
"14634",8,14,41,2.93
"14635",8,177,7,0.04
"14636",8,14,6,0.43
"14637",8,949,12,0.01
"14638",8,6,26,4.33
"14639",8,2,286,143
"14640",8,42,77,1.83
"14641",8,43,6,0.14
"14642",8,25,14,0.56
"14643",8,47,26,0.55
"14644",8,76,16,0.21
"14645",8,127,17,0.13
"14646",8,30,6,0.2
"14647",8,25,3,0.12
"14648",8,132,111,0.84
"14649",8,6,35,5.83
"14650",8,324,22,0.07
"14651",8,662,17,0.03
"14652",8,11,124,11.27
"14653",8,14,11,0.79
"14654",8,178,7,0.04
"14655",8,14,7,0.5
"14656",8,883,7,0.01
"14657",8,36,61,1.69
"14658",8,152,77,0.51
"14659",8,13,119,9.15
"14660",8,3,7,2.33
"14661",8,13,6,0.46
"14662",8,96,481,5.01
"14663",8,157,25,0.16
"14664",8,37,15,0.41
"14665",8,17,28,1.65
"14666",8,64,18,0.28
"14667",8,26,14,0.54
"14668",8,487,68,0.14
"14669",8,14,4,0.29
"14670",8,154,17,0.11
"14671",8,5,5,1
"14672",8,40,38,0.95
"14673",8,18,130,7.22
"14674",8,179,16,0.09
"14675",8,18,3,0.17
"14676",8,7,24,3.43
"14677",8,4,15,3.75
"14678",8,27,6,0.22
"14679",8,216,8,0.04
"14680",8,88,21,0.24
"14681",8,10,14,1.4
"14682",8,18,30,1.67
"14683",8,603,14,0.02
"14684",8,131,129,0.98
"14685",8,28,15,0.54
"14686",8,573,77,0.13
"14687",8,8,3,0.38
"14688",8,60,8,0.13
"14689",8,35,23,0.66
"14690",8,29,35,1.21
"14691",8,98,26,0.27
"14692",8,14,20,1.43
"14693",8,291,79,0.27
"14694",8,34,30,0.88
"14695",8,23,174,7.57
"14696",8,28,4,0.14
"14697",8,15,22,1.47
"14698",8,54,35,0.65
"14699",8,47,17,0.36
"14700",8,5,39,7.8
"14701",8,239,9,0.04
"14702",8,32,6,0.19
"14703",8,10,28,2.8
"14704",8,12,90,7.5
"14705",8,16,9,0.56
"14706",8,23,170,7.39
"14707",8,64,17,0.27
"14708",8,44,3,0.07
"14709",8,20,7,0.35
"14710",8,250,4,0.02
"14711",8,8,27,3.38
"14712",8,18,15,0.83
"14713",8,20,6,0.3
"14714",8,53,10,0.19
"14715",8,14,21,1.5
"14716",8,101,20,0.2
"14717",8,73,68,0.93
"14718",8,5,37,7.4
"14719",8,29,31,1.07
"14720",8,16,20,1.25
"14721",8,30,27,0.9
"14722",8,23,98,4.26
"14723",8,204,14,0.07
"14724",8,70,5,0.07
"14725",8,300,38,0.13
"14726",8,18,13,0.72
"14727",8,196,1267,6.46
"14728",8,36,64,1.78
"14729",8,5,16,3.2
"14730",8,69,428,6.2
"14731",8,18,27,1.5
"14732",8,22,39,1.77
"14733",8,188,3,0.02
"14734",8,29,7,0.24
"14735",8,141,23,0.16
"14736",8,266,222,0.83
"14737",8,179,12,0.07
"14738",8,192,84,0.44
"14739",8,3,48,16
"14740",8,32,25,0.78
"14741",8,29,81,2.79
"14742",8,12,15,1.25
"14743",8,55,5,0.09
"14744",8,30,4,0.13
"14745",8,213,125,0.59
"14746",8,176,22,0.12
"14747",8,50,126,2.52
"14748",8,152,18,0.12
"14749",8,10,52,5.2
"14750",8,47,3,0.06
"14751",8,5,6,1.2
"14752",8,8,25,3.12
"14753",8,80,8,0.1
"14754",8,8,9,1.12
"14755",8,24,11,0.46
"14756",8,16,27,1.69
"14757",8,119,130,1.09
"14758",8,87,25,0.29
"14759",8,647,95,0.15
"14760",8,86,37,0.43
"14761",8,21,7,0.33
"14762",8,194,5,0.03
"14763",8,105,11,0.1
"14764",8,233,12,0.05
"14765",8,118,9,0.08
"14766",8,414,15,0.04
"14767",8,156,28,0.18
"14768",8,10,50,5
"14769",8,99,4,0.04
"14770",8,236,80,0.34
"14771",8,3,15,5
"14772",8,47,7,0.15
"14773",8,85,40,0.47
"14774",8,66,6,0.09
"14775",8,24,33,1.38
"14776",8,6,19,3.17
"14777",8,12,3,0.25
"14778",8,17,5,0.29
"14779",8,91,9,0.1
"14780",8,634,62,0.1
"14781",8,11,24,2.18
"14782",8,120,32,0.27
"14783",8,14,5,0.36
"14784",8,174,55,0.32
"14785",8,10,50,5
"14786",8,84,7,0.08
"14787",8,110,17,0.15
"14788",8,50,32,0.64
"14789",8,23,29,1.26
"14790",8,536,28,0.05
"14791",8,32,12,0.38
"14792",8,66,14,0.21
"14793",8,94,15,0.16
"14794",8,21,30,1.43
"14795",8,13,52,4
"14796",8,139,28,0.2
"14797",8,5,274,54.8
"14798",8,13,7,0.54
"14799",8,144,35,0.24
"14800",8,9,25,2.78
"14801",8,352,6,0.02
"14802",8,43,4,0.09
"14803",8,17,14,0.82
"14804",8,54,164,3.04
"14805",8,47,42,0.89
"14806",8,24,22,0.92
"14807",8,29,5,0.17
"14808",8,123,172,1.4
"14809",8,54,119,2.2
"14810",8,17,17,1
"14811",8,70,4,0.06
"14812",8,23,6,0.26
"14813",8,116,13,0.11
"14814",8,28,2,0.07
"14815",8,27,6,0.22
"14816",8,216,161,0.75
"14817",8,20,7,0.35
"14818",8,133,85,0.64
"14819",8,11,151,13.73
"14820",8,56,14,0.25
"14821",8,17,3,0.18
"14822",8,222,73,0.33
"14823",8,3,25,8.33
"14824",8,12,27,2.25
"14825",8,15,80,5.33
"14826",8,5,4,0.8
"14827",8,80,8,0.1
"14828",8,35,40,1.14
"14829",8,275,6,0.02
"14830",8,11,25,2.27
"14831",8,165,9,0.05
"14832",8,43,46,1.07
"14833",8,15,6,0.4
"14834",8,65,5,0.08
"14835",8,96,4,0.04
"14836",8,30,13,0.43
"14837",8,64,18,0.28
"14838",8,68,107,1.57
"14839",8,8,87,10.88
"14840",8,11,23,2.09
"14841",8,26,13,0.5
"14842",8,71,60,0.85
"14843",8,9,15,1.67
"14844",8,23,11,0.48
"14845",8,4,95,23.75
"14846",8,54,6,0.11
"14847",8,21,13,0.62
"14848",8,8,21,2.62
"14849",8,100,3,0.03
"14850",8,75,5,0.07
"14851",8,5,8,1.6
"14852",8,82,2,0.02
"14853",8,143,23,0.16
"14854",8,51,4,0.08
"14855",8,84,24,0.29
"14856",8,4,14,3.5
"14857",8,13,2,0.15
"14858",8,14,3,0.21
"14859",8,119,15,0.13
"14860",8,8,10,1.25
"14861",8,22,4,0.18
"14862",8,504,0,0
"14863",8,11,0,0
"14864",8,5,0,0
"14865",8,61,0,0
"14866",8,353,0,0
"14867",8,85,0,0
"14868",8,31,0,0
"14869",8,31,0,0
"14870",8,49,0,0
"14871",8,110,0,0
"14872",8,322,0,0
"14873",8,6,0,0
"14874",8,137,0,0
"14875",8,348,0,0
"14876",8,41,0,0
"14877",8,38,0,0
"14878",8,10,0,0
"14879",8,74,0,0
"14880",8,185,0,0
"14881",8,30,0,0
"14882",8,123,0,0
"14883",8,109,0,0
"14884",8,130,0,0
"14885",8,31,0,0
"14886",8,372,0,0
"14887",8,44,0,0
"14888",8,59,0,0
"14889",8,50,0,0
"14890",8,24,0,0
"14891",8,55,0,0
"14892",8,45,0,0
"14893",8,12,0,0
"14894",8,18,0,0
"14895",8,16,0,0
"14896",8,123,0,0
"14897",8,35,0,0
"14898",8,1,0,0
"14899",8,16,0,0
"14900",8,234,0,0
"14901",8,7,0,0
"14902",8,6,0,0
"14903",8,171,0,0
"14904",8,332,0,0
"14905",8,19,0,0
"14906",8,2,0,0
"14907",8,39,0,0
"14908",8,96,0,0
"14909",8,48,0,0
"14910",8,22,0,0
"14911",8,40,0,0
"14912",8,10,0,0
"14913",8,629,0,0
"14914",8,33,0,0
"14915",8,11,0,0
"14916",8,9,0,0
"14917",8,4,0,0
"14918",8,22,0,0
"14919",8,3,0,0
"14920",8,233,0,0
"14921",8,11,0,0
"14922",8,4,0,0
"14923",8,45,0,0
"14924",8,51,0,0
"14925",8,143,0,0
"14926",8,38,0,0
"14927",8,30,0,0
"14928",8,407,0,0
"14929",8,27,0,0
"14930",8,17,0,0
"14931",8,131,0,0
"14932",8,137,0,0
"14933",8,570,0,0
"14934",8,305,0,0
"14935",8,22,0,0
"14936",8,6,0,0
"14937",8,179,0,0
"14938",8,36,0,0
"14939",8,31,0,0
"14940",8,16,0,0
"14941",8,100,0,0
"14942",8,70,0,0
"14943",8,1,0,0
"14944",8,429,0,0
"14945",8,48,0,0
"14946",8,186,0,0
"14947",8,8,0,0
"14948",8,16,0,0
"14949",8,86,0,0
"14950",8,515,0,0
"14951",8,609,0,0
"14952",8,131,0,0
"14953",8,32,0,0
"14954",8,22,0,0
"14955",8,276,0,0
"14956",8,8,0,0
"14957",8,21,0,0
"14958",8,130,0,0
"14959",8,6,0,0
"14960",8,8,0,0
"14961",8,164,0,0
"14962",8,79,0,0
"14963",8,264,0,0
"14964",8,24,0,0
"14965",8,339,0,0
"14966",8,29,0,0
"14967",8,52,0,0
"14968",8,71,0,0
"14969",8,33,0,0
"14970",8,25,0,0
"14971",8,313,0,0
"14972",8,206,0,0
"14973",8,42,0,0
"14974",8,129,0,0
"14975",8,5,0,0
"14976",8,386,0,0
"14977",8,13,0,0
"14978",8,5,0,0
"14979",8,44,0,0
"14980",8,13,0,0
"14981",8,4,0,0
"14982",8,10,0,0
"14983",8,49,0,0
"14984",8,63,0,0
"14985",8,65,0,0
"14986",8,75,0,0
"14987",8,40,0,0
"14988",8,44,0,0
"14989",8,24,0,0
"14990",8,217,0,0
"14991",8,45,0,0
"14992",8,10,0,0
"14993",8,7,0,0
"14994",8,19,0,0
"14995",8,322,0,0
"14996",8,101,0,0
"14997",8,432,0,0
"14998",8,183,0,0
"14999",8,518,0,0
"15000",8,17,0,0
"15001",8,74,0,0
"15002",8,5,0,0
"15003",8,15,0,0
"15004",8,148,0,0
"15005",8,67,0,0
"15006",8,27,0,0
"15007",8,210,0,0
"15008",8,31,0,0
"15009",8,12,0,0
"15010",8,23,0,0
"15011",8,917,0,0
"15012",8,7,0,0
"15013",8,43,0,0
"15014",8,16,0,0
"15015",8,20,0,0
"15016",8,7,0,0
"15017",8,115,0,0
"15018",8,15,0,0
"15019",8,36,0,0
"15020",8,69,0,0
"15021",8,37,0,0
"15022",8,35,0,0
"15023",8,49,0,0
"15024",8,4,0,0
"15025",8,79,0,0
"15026",8,116,0,0
"15027",8,236,0,0
"15028",8,86,0,0
"15029",8,110,0,0
"15030",8,6,0,0
"15031",8,221,0,0
"15032",8,110,0,0
"15033",8,121,0,0
"15034",8,29,0,0
"15035",8,415,0,0
"15036",8,331,0,0
"15037",8,8,0,0
"15038",8,38,0,0
"15039",8,15,0,0
"15040",8,5,0,0
"15041",8,15,0,0
"15042",8,11,0,0
"15043",8,92,0,0
"15044",8,23,0,0
"15045",8,1025,0,0
"15046",8,178,0,0
"15047",8,16,0,0
"15048",8,17,0,0
"15049",8,14,0,0
"15050",8,46,0,0
"15051",8,18,0,0
"15052",8,13,0,0
"15053",8,15,0,0
"15054",8,47,0,0
"15055",8,5,0,0
"15056",8,51,0,0
"15057",8,477,0,0
"15058",8,62,0,0
"15059",8,9,0,0
"15060",8,297,0,0
"15061",8,24,0,0
"15062",8,224,0,0
"15063",8,398,0,0
"15064",8,72,0,0
"15065",8,190,0,0
"15066",8,38,0,0
"15067",8,3,0,0
"15068",8,34,0,0
"15069",8,57,0,0
"15070",8,76,0,0
"15071",8,95,0,0
"15072",8,34,0,0
"15073",8,162,0,0
"15074",8,160,0,0
"15075",8,4,0,0
"15076",8,37,0,0
"15077",8,2,0,0
"15078",8,2,0,0
"15079",8,231,0,0
"15080",8,45,0,0
"15081",8,361,0,0
"15082",8,15,0,0
"15083",8,69,0,0
"15084",8,141,0,0
"15085",8,71,0,0
"15086",8,5,0,0
"15087",8,10,0,0
"15088",8,43,0,0
"15089",8,20,0,0
"15090",8,59,0,0
"15091",8,25,0,0
"15092",8,115,0,0
"15093",8,35,0,0
"15094",8,13,0,0
"15095",8,86,0,0
"15096",8,46,0,0
"15097",8,94,0,0
"15098",8,46,0,0
"15099",8,334,0,0
"15100",8,28,0,0
"15101",8,15,0,0
"15102",8,89,0,0
"15103",8,5,0,0
"15104",8,142,0,0
"15105",8,82,0,0
"15106",8,182,0,0
"15107",8,27,0,0
"15108",8,19,0,0
"15109",8,12,0,0
"15110",8,57,0,0
"15111",8,7,0,0
"15112",8,27,0,0
"15113",8,256,0,0
"15114",8,689,0,0
"15115",8,10,0,0
"15116",8,53,0,0
"15117",8,4,0,0
"15118",8,3,0,0
"15119",8,44,0,0
"15120",8,40,0,0
"15121",8,20,0,0
"15122",8,32,0,0
"15123",8,13,0,0
"15124",8,13,0,0
"15125",8,31,0,0
"15126",8,388,0,0
"15127",8,18,0,0
"15128",8,7,0,0
"15129",8,3,0,0
"15130",8,17,0,0
"15131",8,177,0,0
"15132",8,31,0,0
"15133",8,32,0,0
"15134",8,96,0,0
"15135",8,5,0,0
"15136",8,617,0,0
"15137",8,50,0,0
"15138",8,544,0,0
"15139",8,14,0,0
"15140",8,15,0,0
"15141",8,21,0,0
"15142",8,15,0,0
"15143",8,10,0,0
"15144",8,15,0,0
"15145",8,81,0,0
"15146",8,31,0,0
"15147",8,19,0,0
"15148",8,16,0,0
"15149",8,148,0,0
"15150",8,164,0,0
"15151",8,124,0,0
"15152",8,56,0,0
"15153",8,64,0,0
"15154",8,53,0,0
"15155",8,7,0,0
"15156",8,161,0,0
"15157",8,43,0,0
"15158",8,14,0,0
"15159",8,129,0,0
"15160",8,19,0,0
"15161",8,28,0,0
"15162",8,65,0,0
"15163",8,5,0,0
"15164",8,133,0,0
"15165",8,140,0,0
"15166",8,13,0,0
"15167",8,231,0,0
"15168",8,28,0,0
"15169",8,14,0,0
"15170",8,150,0,0
"15171",8,140,0,0
"15172",8,238,0,0
"15173",8,16,0,0
"15174",8,309,0,0
"15175",8,10,0,0
"15176",8,71,0,0
"15177",8,100,0,0
"15178",8,11,0,0
"15179",8,4,0,0
"15180",8,92,0,0
"15181",8,12,0,0
"15182",8,6,0,0
"15183",8,53,0,0
"15184",8,57,0,0
"15185",8,20,0,0
"15186",8,140,0,0
"15187",8,62,0,0
"15188",8,16,0,0
"15189",8,8,0,0
"15190",8,51,0,0
"15191",8,210,0,0
"15192",8,77,0,0
"15193",8,10,0,0
"15194",8,37,0,0
"15195",8,110,0,0
"15196",8,83,0,0
"15197",8,5,0,0
"15198",8,302,0,0
"15199",8,9,0,0
"15200",8,11,0,0
"15201",8,34,0,0
"15202",8,43,0,0
"15203",8,11,0,0
"15204",8,83,0,0
"15205",8,306,0,0
"15206",8,44,0,0
"15207",8,161,0,0
"15208",8,34,0,0
"15209",8,33,0,0
"15210",8,11,0,0
"15211",8,82,0,0
"15212",8,10,0,0
"15213",8,63,0,0
"15214",8,22,0,0
"15215",8,24,0,0
"15216",8,497,0,0
"15217",8,11,0,0
"15218",8,12,0,0
"15219",8,96,0,0
"15220",8,31,0,0
"15221",8,11,0,0
"15222",8,53,0,0
"15223",8,48,0,0
"15224",8,20,0,0
"15225",8,25,0,0
"15226",8,233,0,0
"15227",8,4,0,0
"15228",8,14,0,0
"15229",8,48,0,0
"15230",8,86,0,0
"15231",8,80,0,0
"15232",8,202,0,0
"15233",8,74,0,0
"15234",8,43,0,0
"15235",8,119,0,0
"15236",8,75,0,0
"15237",8,45,0,0
"15238",8,18,0,0
"15239",8,31,0,0
"15240",8,13,0,0
"15241",8,14,0,0
"15242",8,25,0,0
"15243",8,292,0,0
"15244",8,16,0,0
"15245",8,108,0,0
"15246",8,121,0,0
"15247",8,109,0,0
"15248",8,16,0,0
"15249",8,55,0,0
"15250",8,35,0,0
"15251",8,19,0,0
"15252",8,225,0,0
"15253",8,66,0,0
"15254",8,26,0,0
"15255",8,27,0,0
"15256",8,109,0,0
"15257",8,112,0,0
"15258",8,17,0,0
"15259",8,39,0,0
"15260",8,6,0,0
"15261",8,48,0,0
"15262",8,12,0,0
"15263",8,27,0,0
"15264",8,145,0,0
"15265",8,99,0,0
"15266",8,21,0,0
"15267",8,40,0,0
"15268",8,27,0,0
"15269",8,25,0,0
"15270",8,18,0,0
"15271",8,41,0,0
"15272",8,62,0,0
"15273",8,37,0,0
"15274",8,30,0,0
"15275",8,117,0,0
"15276",8,10,0,0
"15277",8,1492,0,0
"15278",8,71,0,0
"15279",8,33,0,0
"15280",8,1,0,0
"15281",8,316,0,0
"15282",8,138,0,0
"15283",8,10,0,0
"15284",8,8,0,0
"15285",8,13,0,0
"15286",9,4,66,16.5
"15287",9,32,31,0.97
"15288",9,51,120,2.35
"15289",9,3,21,7
"15290",9,223,31,0.14
"15291",9,24,6,0.25
"15292",9,1343,12,0.01
"15293",9,14,6,0.43
"15294",9,73,65,0.89
"15295",9,18,15,0.83
"15296",9,4552,43,0.01
"15297",9,41,40,0.98
"15298",9,897,13,0.01
"15299",9,3030,20,0.01
"15300",9,174,12,0.07
"15301",9,49,172,3.51
"15302",9,36,128,3.56
"15303",9,101,237,2.35
"15304",9,388,58,0.15
"15305",9,194,5,0.03
"15306",9,2748,13,0
"15307",9,3,8,2.67
"15308",9,20,8,0.4
"15309",9,4,10,2.5
"15310",9,49,14,0.29
"15311",9,204,13,0.06
"15312",9,70,83,1.19
"15313",9,402,8,0.02
"15314",9,138,3,0.02
"15315",9,724,11,0.02
"15316",9,31,2,0.06
"15317",9,600,37,0.06
"15318",9,148,7,0.05
"15319",9,214,12,0.06
"15320",9,7,14,2
"15321",9,27,53,1.96
"15322",9,65,9,0.14
"15323",9,15,46,3.07
"15324",9,781,7,0.01
"15325",9,1215,6,0
"15326",9,26,18,0.69
"15327",9,27,8,0.3
"15328",9,3,14,4.67
"15329",9,7460,125,0.02
"15330",9,3,7,2.33
"15331",9,336,220,0.65
"15332",9,13,9,0.69
"15333",9,149,9,0.06
"15334",9,84,8,0.1
"15335",9,150,52,0.35
"15336",9,33,43,1.3
"15337",9,32,30,0.94
"15338",9,14,81,5.79
"15339",9,8,9,1.12
"15340",9,697,9,0.01
"15341",9,40,32,0.8
"15342",9,56,55,0.98
"15343",9,154,10,0.06
"15344",9,8,13,1.62
"15345",9,67,4,0.06
"15346",9,12,3,0.25
"15347",9,146,6,0.04
"15348",9,109,55,0.5
"15349",9,90,5,0.06
"15350",9,88,31,0.35
"15351",9,352,34,0.1
"15352",9,27,12,0.44
"15353",9,10,54,5.4
"15354",9,312,82,0.26
"15355",9,2078,44,0.02
"15356",9,14,19,1.36
"15357",9,10,6,0.6
"15358",9,147,18,0.12
"15359",9,298,3,0.01
"15360",9,998,3,0
"15361",9,1798,27,0.02
"15362",9,5,138,27.6
"15363",9,6328,4,0
"15364",9,493,9,0.02
"15365",9,53,6,0.11
"15366",9,583,3,0.01
"15367",9,288,55,0.19
"15368",9,151,5,0.03
"15369",9,57,27,0.47
"15370",9,45,12,0.27
"15371",9,1022,12,0.01
"15372",9,255,40,0.16
"15373",9,3590,6,0
"15374",9,8,5,0.62
"15375",9,102,31,0.3
"15376",9,88,8,0.09
"15377",9,21,1,0.05
"15378",9,89,6,0.07
"15379",9,24,7,0.29
"15380",9,25,26,1.04
"15381",9,1,7,7
"15382",9,20,65,3.25
"15383",9,116,61,0.53
"15384",9,337,11,0.03
"15385",9,18,8,0.44
"15386",9,407,81,0.2
"15387",9,161,6,0.04
"15388",9,50,99,1.98
"15389",9,34,5,0.15
"15390",9,19,5,0.26
"15391",9,234,35,0.15
"15392",9,52,13,0.25
"15393",9,25,93,3.72
"15394",9,8138,38,0
"15395",9,922,77,0.08
"15396",9,60,118,1.97
"15397",9,5,26,5.2
"15398",9,11,12,1.09
"15399",9,62,4,0.06
"15400",9,55,33,0.6
"15401",9,9,15,1.67
"15402",9,29,127,4.38
"15403",9,11,13,1.18
"15404",9,234,29,0.12
"15405",9,274,6,0.02
"15406",9,3,54,18
"15407",9,35,17,0.49
"15408",9,154,83,0.54
"15409",9,528,3,0.01
"15410",9,13,16,1.23
"15411",9,182,24,0.13
"15412",9,122,381,3.12
"15413",9,150,45,0.3
"15414",9,693,12,0.02
"15415",9,106,70,0.66
"15416",9,82,15,0.18
"15417",9,713,4,0.01
"15418",9,47,10,0.21
"15419",9,511,14,0.03
"15420",9,42,8,0.19
"15421",9,274,23,0.08
"15422",9,2355,85,0.04
"15423",9,33,9,0.27
"15424",9,4499,20,0
"15425",9,10,5,0.5
"15426",9,2662,82,0.03
"15427",9,90,4,0.04
"15428",9,10,37,3.7
"15429",9,99,38,0.38
"15430",9,2,90,45
"15431",9,45,41,0.91
"15432",9,358,5,0.01
"15433",9,50,35,0.7
"15434",9,785,6,0.01
"15435",9,17,5,0.29
"15436",9,44,10,0.23
"15437",9,36,6,0.17
"15438",9,18,9,0.5
"15439",9,27,5,0.19
"15440",9,12,17,1.42
"15441",9,112,80,0.71
"15442",9,18,15,0.83
"15443",9,142,13,0.09
"15444",9,46,28,0.61
"15445",9,13,5,0.38
"15446",9,407,18,0.04
"15447",9,358,187,0.52
"15448",9,310,5,0.02
"15449",9,8153,4,0
"15450",9,13,18,1.38
"15451",9,331,60,0.18
"15452",9,107,115,1.07
"15453",9,1180,5,0
"15454",9,5,7,1.4
"15455",9,47,13,0.28
"15456",9,2804,74,0.03
"15457",9,219,34,0.16
"15458",9,20,30,1.5
"15459",9,4,15,3.75
"15460",9,809,13,0.02
"15461",9,72,11,0.15
"15462",9,1215,101,0.08
"15463",9,33,23,0.7
"15464",9,60,27,0.45
"15465",9,33,5,0.15
"15466",9,284,78,0.27
"15467",9,74,11,0.15
"15468",9,67,41,0.61
"15469",9,92,108,1.17
"15470",9,9,4,0.44
"15471",9,29,4,0.14
"15472",9,1255,17,0.01
"15473",9,23,28,1.22
"15474",9,358,1,0
"15475",9,67,199,2.97
"15476",9,161,8,0.05
"15477",9,58,16,0.28
"15478",9,1,44,44
"15479",9,3279,5,0
"15480",9,180,7,0.04
"15481",9,146,10,0.07
"15482",9,384,48,0.12
"15483",9,15,7,0.47
"15484",9,112,11,0.1
"15485",9,119,3,0.03
"15486",9,59,7,0.12
"15487",9,28,13,0.46
"15488",9,297,3,0.01
"15489",9,4,10,2.5
"15490",9,12,32,2.67
"15491",9,155,1,0.01
"15492",9,117,9,0.08
"15493",9,1431,47,0.03
"15494",9,5,103,20.6
"15495",9,285,32,0.11
"15496",9,575,3,0.01
"15497",9,102,24,0.24
"15498",9,9,122,13.56
"15499",9,122,7,0.06
"15500",9,29,22,0.76
"15501",9,16,18,1.12
"15502",9,846,22,0.03
"15503",9,4264,9,0
"15504",9,583,317,0.54
"15505",9,18,13,0.72
"15506",9,7,62,8.86
"15507",9,19,3,0.16
"15508",9,510,12,0.02
"15509",9,615,38,0.06
"15510",9,812,12,0.01
"15511",9,149,15,0.1
"15512",9,100,17,0.17
"15513",9,1278,8,0.01
"15514",9,67,10,0.15
"15515",9,39,14,0.36
"15516",9,4,4,1
"15517",9,7,10,1.43
"15518",9,28,7,0.25
"15519",9,52,18,0.35
"15520",9,51,5,0.1
"15521",9,279,79,0.28
"15522",9,342,2,0.01
"15523",9,40,56,1.4
"15524",9,56,28,0.5
"15525",9,13,31,2.38
"15526",9,9,6,0.67
"15527",9,92,83,0.9
"15528",9,241,7,0.03
"15529",9,506,4,0.01
"15530",9,137,15,0.11
"15531",9,244,7,0.03
"15532",9,133,36,0.27
"15533",9,1652,3,0
"15534",9,10,33,3.3
"15535",9,136,32,0.24
"15536",9,906,5,0.01
"15537",9,42,10,0.24
"15538",9,63,9,0.14
"15539",9,2045,17,0.01
"15540",9,14,17,1.21
"15541",9,208,5,0.02
"15542",9,1013,22,0.02
"15543",9,14,9,0.64
"15544",9,17,7,0.41
"15545",9,185,93,0.5
"15546",9,288,3,0.01
"15547",9,9,9,1
"15548",9,1995,21,0.01
"15549",9,30,70,2.33
"15550",9,146,19,0.13
"15551",9,1017,102,0.1
"15552",9,855,24,0.03
"15553",9,962,10,0.01
"15554",9,5,42,8.4
"15555",9,299,27,0.09
"15556",9,717,12,0.02
"15557",9,26,3,0.12
"15558",9,19,9,0.47
"15559",9,231,52,0.23
"15560",9,4557,7,0
"15561",9,933,24,0.03
"15562",9,602,18,0.03
"15563",9,139,44,0.32
"15564",9,72,219,3.04
"15565",9,13,13,1
"15566",9,71,256,3.61
"15567",9,483,74,0.15
"15568",9,96,5,0.05
"15569",9,124,9,0.07
"15570",9,4,8,2
"15571",9,6,11,1.83
"15572",9,253,12,0.05
"15573",9,75,18,0.24
"15574",9,90,84,0.93
"15575",9,1610,757,0.47
"15576",9,413,3,0.01
"15577",9,12,37,3.08
"15578",9,7,4,0.57
"15579",9,5,28,5.6
"15580",9,19,30,1.58
"15581",9,26,3,0.12
"15582",9,9,3,0.33
"15583",9,15,119,7.93
"15584",9,23,12,0.52
"15585",9,533,20,0.04
"15586",9,37,23,0.62
"15587",9,49,15,0.31
"15588",9,10,11,1.1
"15589",9,6,9,1.5
"15590",9,35,109,3.11
"15591",9,16,100,6.25
"15592",9,76,9,0.12
"15593",9,31,5,0.16
